ANO,MES,DIA,HORA,TEMP
2015,MARZO,15,23,19
2015,MARZO,16,17,22
2015,MARZO,16,18,24
2015,MARZO,16,19,23
2015,MARZO,16,20,23
2015,MARZO,16,21,22
2015,MARZO,16,21,21
2015,MARZO,16,23,20
2015,MARZO,17,11,16
2015,MARZO,17,12,16
2015,MARZO,17,13,17
2015,MARZO,17,14,19
2015,MARZO,17,15,22
2015,MARZO,17,16,21
2015,MARZO,17,17,22
2015,MARZO,17,18,23
2015,MARZO,17,19,22
2015,MARZO,17,20,23
2015,MARZO,17,21,20
2015,MARZO,17,22,21
2015,MARZO,17,23,19
2015,MARZO,18,11,15
2015,MARZO,18,12,14
2015,MARZO,18,13,15
2015,MARZO,18,14,15
2015,MARZO,18,15,15
2015,MARZO,18,16,16
2015,MARZO,18,17,16
2015,MARZO,18,18,16
2015,MARZO,18,19,17
2015,MARZO,18,21,19
2015,MARZO,18,22,17
2015,MARZO,18,23,16
2015,MARZO,19,11,15
2015,MARZO,19,12,15
2015,MARZO,19,13,15
2015,MARZO,19,14,17
2015,MARZO,19,15,19
2015,MARZO,19,16,20
2015,MARZO,19,17,20
2015,MARZO,19,18,20
2015,MARZO,19,19,18
2015,MARZO,19,19,23
2015,MARZO,19,20,22
2015,MARZO,19,21,21
2015,MARZO,19,22,21
2015,MARZO,19,23,19
2015,MARZO,20,11,15
2015,MARZO,20,12,15
2015,MARZO,20,13,15
2015,MARZO,20,14,16
2015,MARZO,20,15,16
2015,MARZO,20,16,17
2015,MARZO,20,17,18
2015,MARZO,20,18,19
2015,MARZO,20,19,20
2015,MARZO,20,20,19
2015,MARZO,20,21,20
2015,MARZO,20,22,19
2015,MARZO,20,23,18
2015,MARZO,21,11,14
2015,MARZO,21,12,14
2015,MARZO,21,13,16
2015,MARZO,21,14,18
2015,MARZO,21,15,19
2015,MARZO,21,16,20
2015,MARZO,21,17,20
2015,MARZO,21,18,22
2015,MARZO,21,18,22
2015,MARZO,21,19,19
2015,MARZO,21,21,20
2015,MARZO,21,22,17
2015,MARZO,22,11,15
2015,MARZO,22,12,14
2015,MARZO,22,13,16
2015,MARZO,22,14,18
2015,MARZO,22,15,20
2015,MARZO,22,16,21
2015,MARZO,22,17,22
2015,MARZO,22,18,22
2015,MARZO,22,19,23
2015,MARZO,22,20,22
2015,MARZO,22,21,22
2015,MARZO,22,22,20
2015,MARZO,22,23,19
2015,MARZO,23,11,14
2015,MARZO,23,12,14
2015,MARZO,23,13,17
2015,MARZO,23,14,16
2015,MARZO,23,14,19
2015,MARZO,23,15,21
2015,MARZO,23,16,22
2015,MARZO,23,18,24
2015,MARZO,23,19,23
2015,MARZO,23,20,24
2015,MARZO,23,21,23
2015,MARZO,23,22,21
2015,MARZO,23,23,19
2015,MARZO,24,11,15
2015,MARZO,24,12,15
2015,MARZO,24,13,16
2015,MARZO,24,14,19
2015,MARZO,24,15,20
2015,MARZO,24,16,21
2015,MARZO,24,17,22
2015,MARZO,24,18,22
2015,MARZO,24,19,23
2015,MARZO,24,20,23
2015,MARZO,24,21,22
2015,MARZO,24,22,20
2015,MARZO,24,23,19
2015,MARZO,25,24,18
2015,MARZO,25,11,15
2015,MARZO,25,12,15
2015,MARZO,25,13,16
2015,MARZO,25,14,17
2015,MARZO,25,15,18
2015,MARZO,25,16,19
2015,MARZO,25,17,21
2015,MARZO,25,18,22
2015,MARZO,25,19,22
2015,MARZO,25,20,22
2015,MARZO,25,21,20
2015,MARZO,25,22,19
2015,MARZO,25,23,17
2015,MARZO,26,11,15
2015,MARZO,26,12,15
2015,MARZO,26,13,16
2015,MARZO,26,14,19
2015,MARZO,26,15,20
2015,MARZO,26,16,21
2015,MARZO,26,17,22
2015,MARZO,26,18,23
2015,MARZO,26,19,21
2015,MARZO,26,20,17
2015,MARZO,26,21,21
2015,MARZO,26,22,19
2015,MARZO,26,23,19
2015,MARZO,27,11,15
2015,MARZO,27,12,15
2015,MARZO,27,13,18
2015,MARZO,27,14,17
2015,MARZO,27,15,19
2015,MARZO,27,16,20
2015,MARZO,27,17,22
2015,MARZO,27,18,23
2015,MARZO,27,19,24
2015,MARZO,27,20,23
2015,MARZO,27,21,23
2015,MARZO,27,22,21
2015,MARZO,28,11,16
2015,MARZO,28,12,17
2015,MARZO,28,13,17
2015,MARZO,28,14,17
2015,MARZO,28,16,19
2015,MARZO,28,17,20
2015,MARZO,28,18,20
2015,MARZO,28,19,19
2015,MARZO,28,20,19
2015,MARZO,28,21,19
2015,MARZO,28,22,18
2015,MARZO,28,23,17
2015,MARZO,29,11,16
2015,MARZO,29,12,16
2015,MARZO,29,13,16
2015,MARZO,29,14,16
2015,MARZO,29,15,17
2015,MARZO,29,16,18
2015,MARZO,29,17,17
2015,MARZO,29,18,18
2015,MARZO,29,19,18
2015,MARZO,29,20,18
2015,MARZO,29,21,18
2015,MARZO,29,22,18
2015,MARZO,29,23,17
2015,MARZO,30,11,15
2015,MARZO,30,11,15
2015,MARZO,30,13,16
2015,MARZO,30,15,17
2015,MARZO,30,15,19
2015,MARZO,30,17,21
2015,MARZO,30,18,21
2015,MARZO,30,19,22
2015,MARZO,30,20,22
2015,MARZO,30,21,21
2015,MARZO,30,22,20
2015,MARZO,30,23,19
2015,MARZO,31,11,15
2015,MARZO,31,12,15
2015,MARZO,31,13,17
2015,MARZO,31,14,18
2015,MARZO,31,15,20
2015,MARZO,31,16,21
2015,MARZO,31,17,22
2015,MARZO,31,18,23
2015,MARZO,31,19,22
2015,MARZO,31,20,21
2015,MARZO,31,21,22
2015,MARZO,31,22,19
2015,MARZO,31,23,18
2015,ABRIL,1,11,16
2015,ABRIL,1,12,16
2015,ABRIL,1,13,17
2015,ABRIL,1,14,17
2015,ABRIL,1,15,18
2015,ABRIL,1,16,21
2015,ABRIL,1,17,22
2015,ABRIL,1,18,22
2015,ABRIL,1,19,23
2015,ABRIL,1,20,24
2015,ABRIL,1,21,23
2015,ABRIL,1,22,22
2015,ABRIL,1,23,20
2015,ABRIL,2,11,16
2015,ABRIL,2,12,15
2015,ABRIL,2,13,16
2015,ABRIL,2,14,18
2015,ABRIL,2,15,19
2015,ABRIL,2,16,20
2015,ABRIL,2,17,21
2015,ABRIL,2,18,20
2015,ABRIL,2,19,21
2015,ABRIL,2,20,21
2015,ABRIL,2,21,21
2015,ABRIL,2,23,19
2015,ABRIL,3,11,16
2015,ABRIL,3,12,16
2015,ABRIL,3,13,16
2015,ABRIL,3,14,17
2015,ABRIL,3,15,19
2015,ABRIL,3,16,20
2015,ABRIL,3,17,20
2015,ABRIL,3,18,22
2015,ABRIL,3,19,22
2015,ABRIL,3,20,21
2015,ABRIL,3,21,20
2015,ABRIL,3,22,19
2015,ABRIL,4,11,15
2015,ABRIL,4,12,15
2015,ABRIL,4,13,16
2015,ABRIL,4,14,19
2015,ABRIL,4,15,20
2015,ABRIL,4,16,20
2015,ABRIL,4,17,22
2015,ABRIL,4,18,23
2015,ABRIL,4,19,22
2015,ABRIL,4,20,21
2015,ABRIL,4,21,22
2015,ABRIL,4,22,21
2015,ABRIL,4,23,19
2015,ABRIL,5,11,16
2015,ABRIL,5,12,16
2015,ABRIL,5,13,17
2015,ABRIL,5,14,19
2015,ABRIL,5,15,19
2015,ABRIL,5,16,20
2015,ABRIL,5,17,21
2015,ABRIL,5,18,21
2015,ABRIL,5,19,23
2015,ABRIL,5,20,19
2015,ABRIL,5,22,19
2015,ABRIL,5,23,18
2015,ABRIL,6,11,15
2015,ABRIL,6,12,15
2015,ABRIL,6,13,16
2015,ABRIL,6,14,17
2015,ABRIL,6,14,17
2015,ABRIL,6,15,18
2015,ABRIL,6,16,19
2015,ABRIL,6,17,19
2015,ABRIL,6,18,21
2015,ABRIL,6,19,22
2015,ABRIL,6,20,21
2015,ABRIL,6,21,20
2015,ABRIL,6,22,20
2015,ABRIL,6,23,19
2015,ABRIL,7,11,15
2015,ABRIL,7,12,18
2015,ABRIL,7,13,17
2015,ABRIL,7,14,20
2015,ABRIL,7,15,20
2015,ABRIL,7,16,21
2015,ABRIL,7,17,23
2015,ABRIL,7,18,24
2015,ABRIL,7,19,22
2015,ABRIL,7,20,23
2015,ABRIL,7,21,22
2015,ABRIL,7,22,23
2015,ABRIL,7,23,22
2015,ABRIL,8,11,15
2015,ABRIL,8,12,15
2015,ABRIL,8,13,16
2015,ABRIL,8,14,19
2015,ABRIL,8,15,19
2015,ABRIL,8,16,19
2015,ABRIL,8,17,19
2015,ABRIL,8,18,20
2015,ABRIL,8,19,21
2015,ABRIL,8,20,23
2015,ABRIL,8,21,22
2015,ABRIL,8,22,23
2015,ABRIL,8,23,21
2015,ABRIL,9,14,20
2015,ABRIL,9,15,19
2015,ABRIL,9,16,20
2015,ABRIL,9,17,21
2015,ABRIL,9,18,21
2015,ABRIL,9,19,25
2015,ABRIL,9,20,26
2015,ABRIL,9,21,25
2015,ABRIL,9,22,26
2015,ABRIL,9,23,22
2015,ABRIL,10,11,15
2015,ABRIL,10,12,16
2015,ABRIL,10,13,19
2015,ABRIL,10,14,20
2015,ABRIL,10,15,23
2015,ABRIL,10,16,25
2015,ABRIL,10,17,26
2015,ABRIL,10,18,27
2015,ABRIL,10,19,26
2015,ABRIL,10,20,25
2015,ABRIL,10,21,25
2015,ABRIL,10,22,24
2015,ABRIL,10,23,23
2015,ABRIL,11,11,16
2015,ABRIL,11,12,18
2015,ABRIL,11,13,21
2015,ABRIL,11,14,21
2015,ABRIL,11,15,23
2015,ABRIL,11,16,24
2015,ABRIL,11,17,25
2015,ABRIL,11,19,25
2015,ABRIL,11,20,24
2015,ABRIL,11,21,23
2015,ABRIL,11,22,23
2015,ABRIL,11,23,21
2015,ABRIL,12,11,16
2015,ABRIL,12,12,17
2015,ABRIL,12,13,20
2015,ABRIL,12,13,18
2015,ABRIL,12,15,21
2015,ABRIL,12,16,22
2015,ABRIL,12,17,24
2015,ABRIL,12,18,27
2015,ABRIL,12,19,26
2015,ABRIL,12,20,26
2015,ABRIL,12,21,24
2015,ABRIL,13,11,15
2015,ABRIL,13,12,15
2015,ABRIL,13,13,19
2015,ABRIL,13,14,19
2015,ABRIL,13,15,21
2015,ABRIL,13,16,23
2015,ABRIL,13,17,23
2015,ABRIL,13,18,23
2015,ABRIL,13,19,25
2015,ABRIL,13,20,23
2015,ABRIL,13,21,23
2015,ABRIL,13,22,21
2015,ABRIL,13,23,20
2015,ABRIL,14,11,15
2015,ABRIL,14,12,15
2015,ABRIL,14,13,18
2015,ABRIL,14,14,20
2015,ABRIL,14,15,22
2015,ABRIL,14,16,22
2015,ABRIL,14,17,24
2015,ABRIL,14,18,24
2015,ABRIL,14,19,17
2015,ABRIL,14,20,18
2015,ABRIL,14,21,19
2015,ABRIL,14,22,20
2015,ABRIL,14,23,19
2015,ABRIL,15,24,17
2015,ABRIL,15,11,15
2015,ABRIL,15,12,15
2015,ABRIL,15,13,18
2015,ABRIL,15,14,20
2015,ABRIL,15,15,20
2015,ABRIL,15,16,23
2015,ABRIL,15,17,23
2015,ABRIL,15,18,25
2015,ABRIL,15,19,23
2015,ABRIL,15,20,24
2015,ABRIL,15,21,20
2015,ABRIL,15,22,19
2015,ABRIL,15,23,19
2015,ABRIL,16,11,14
2015,ABRIL,16,12,15
2015,ABRIL,16,13,16
2015,ABRIL,16,14,19
2015,ABRIL,16,15,19
2015,ABRIL,16,16,20
2015,ABRIL,16,17,20
2015,ABRIL,16,18,21
2015,ABRIL,16,19,23
2015,ABRIL,16,20,21
2015,ABRIL,16,21,21
2015,ABRIL,16,22,19
2015,ABRIL,16,23,16
2015,ABRIL,17,11,15
2015,ABRIL,17,12,16
2015,ABRIL,17,14,19
2015,ABRIL,17,15,19
2015,ABRIL,17,16,19
2015,ABRIL,17,17,21
2015,ABRIL,17,18,21
2015,ABRIL,17,19,22
2015,ABRIL,17,20,21
2015,ABRIL,17,21,17
2015,ABRIL,17,22,17
2015,ABRIL,17,23,17
2015,ABRIL,18,11,15
2015,ABRIL,18,12,15
2015,ABRIL,18,13,18
2015,ABRIL,18,14,20
2015,ABRIL,18,15,21
2015,ABRIL,18,16,21
2015,ABRIL,18,17,22
2015,ABRIL,18,18,22
2015,ABRIL,18,19,19
2015,ABRIL,18,20,19
2015,ABRIL,18,21,22
2015,ABRIL,18,22,22
2015,ABRIL,18,23,20
2015,ABRIL,19,11,16
2015,ABRIL,19,12,16
2015,ABRIL,19,13,18
2015,ABRIL,19,14,20
2015,ABRIL,19,15,20
2015,ABRIL,19,16,21
2015,ABRIL,19,17,21
2015,ABRIL,19,18,20
2015,ABRIL,19,19,21
2015,ABRIL,19,20,14
2015,ABRIL,19,20,22
2015,ABRIL,19,20,22
2015,ABRIL,19,21,14
2015,ABRIL,19,22,15
2015,ABRIL,19,23,16
2015,ABRIL,20,11,15
2015,ABRIL,20,12,15
2015,ABRIL,20,13,16
2015,ABRIL,20,14,20
2015,ABRIL,20,15,19
2015,ABRIL,20,16,21
2015,ABRIL,20,17,22
2015,ABRIL,20,18,22
2015,ABRIL,20,19,19
2015,ABRIL,20,20,22
2015,ABRIL,20,21,22
2015,ABRIL,20,22,20
2015,ABRIL,20,23,18
2015,ABRIL,21,11,15
2015,ABRIL,21,12,15
2015,ABRIL,21,13,16
2015,ABRIL,21,14,17
2015,ABRIL,21,15,19
2015,ABRIL,21,15,19
2015,ABRIL,21,16,20
2015,ABRIL,21,17,21
2015,ABRIL,21,18,21
2015,ABRIL,21,19,22
2015,ABRIL,21,20,22
2015,ABRIL,21,20,22
2015,ABRIL,21,21,21
2015,ABRIL,21,22,19
2015,ABRIL,21,23,19
2015,ABRIL,22,11,16
2015,ABRIL,22,12,16
2015,ABRIL,22,13,18
2015,ABRIL,22,14,21
2015,ABRIL,22,15,21
2015,ABRIL,22,16,22
2015,ABRIL,23,14,22
2015,ABRIL,23,15,23
2015,ABRIL,23,16,24
2015,ABRIL,23,17,26
2015,ABRIL,23,18,25
2015,ABRIL,23,19,25
2015,ABRIL,23,20,24
2015,ABRIL,23,21,24
2015,ABRIL,23,22,21
2015,ABRIL,23,22,22
2015,ABRIL,23,23,21
2015,ABRIL,24,11,17
2015,ABRIL,24,12,17
2015,ABRIL,24,13,20
2015,ABRIL,24,14,23
2015,ABRIL,24,15,22
2015,ABRIL,24,16,24
2015,ABRIL,24,17,25
2015,ABRIL,24,18,25
2015,ABRIL,24,19,26
2015,ABRIL,24,20,26
2015,ABRIL,24,21,24
2015,ABRIL,24,22,22
2015,ABRIL,24,23,20
2015,ABRIL,25,11,16
2015,ABRIL,25,12,16
2015,ABRIL,25,13,19
2015,ABRIL,25,14,19
2015,ABRIL,25,15,21
2015,ABRIL,25,16,20
2015,ABRIL,25,17,22
2015,ABRIL,25,18,22
2015,ABRIL,25,19,22
2015,ABRIL,25,20,21
2015,ABRIL,25,21,21
2015,ABRIL,25,22,20
2015,ABRIL,25,23,18
2015,ABRIL,26,11,17
2015,ABRIL,26,12,19
2015,ABRIL,26,13,23
2015,ABRIL,26,14,25
2015,ABRIL,26,15,25
2015,ABRIL,26,16,23
2015,ABRIL,26,17,24
2015,ABRIL,26,18,24
2015,ABRIL,26,19,26
2015,ABRIL,26,20,25
2015,ABRIL,26,21,25
2015,ABRIL,26,22,23
2015,ABRIL,26,23,22
2015,ABRIL,27,11,18
2015,ABRIL,27,12,17
2015,ABRIL,27,12,21
2015,ABRIL,27,14,24
2015,ABRIL,27,15,26
2015,ABRIL,27,16,25
2015,ABRIL,27,17,27
2015,ABRIL,27,18,25
2015,ABRIL,27,19,26
2015,ABRIL,27,20,26
2015,ABRIL,27,21,22
2015,ABRIL,27,21,25
2015,ABRIL,27,22,24
2015,ABRIL,27,23,20
2015,ABRIL,27,23,21
2015,ABRIL,28,11,18
2015,ABRIL,28,12,18
2015,ABRIL,28,13,20
2015,ABRIL,28,14,24
2015,ABRIL,28,15,23
2015,ABRIL,28,16,25
2015,ABRIL,28,17,26
2015,ABRIL,28,18,27
2015,ABRIL,28,19,25
2015,ABRIL,28,21,25
2015,ABRIL,28,22,24
2015,ABRIL,28,23,23
2015,ABRIL,29,11,17
2015,ABRIL,29,12,16
2015,ABRIL,29,13,20
2015,ABRIL,29,14,23
2015,ABRIL,29,15,24
2015,ABRIL,29,16,25
2015,ABRIL,29,17,25
2015,ABRIL,29,18,25
2015,ABRIL,29,19,25
2015,ABRIL,29,20,23
2015,ABRIL,29,21,23
2015,ABRIL,29,22,23
2015,ABRIL,29,23,22
2015,ABRIL,30,11,16
2015,ABRIL,30,12,16
2015,ABRIL,30,13,18
2015,ABRIL,30,14,20
2015,ABRIL,30,15,22
2015,ABRIL,30,20,20
2015,ABRIL,30,22,21
2015,MAYO,1,11,15
2015,MAYO,1,12,15
2015,MAYO,1,13,16
2015,MAYO,1,14,18
2015,MAYO,1,15,19
2015,MAYO,1,16,21
2015,MAYO,1,17,21
2015,MAYO,1,18,21
2015,MAYO,1,19,20
2015,MAYO,1,20,20
2015,MAYO,1,21,20
2015,MAYO,1,21,20
2015,MAYO,1,23,20
2015,MAYO,2,11,15
2015,MAYO,2,12,15
2015,MAYO,2,13,20
2015,MAYO,2,14,20
2015,MAYO,2,15,21
2015,MAYO,2,16,22
2015,MAYO,2,17,23
2015,MAYO,2,18,24
2015,MAYO,2,19,24
2015,MAYO,2,20,23
2015,MAYO,2,21,23
2015,MAYO,2,22,21
2015,MAYO,2,23,19
2015,MAYO,3,11,16
2015,MAYO,3,11,16
2015,MAYO,3,12,16
2015,MAYO,3,13,18
2015,MAYO,3,14,19
2015,MAYO,3,15,19
2015,MAYO,3,16,20
2015,MAYO,3,17,21
2015,MAYO,3,18,22
2015,MAYO,3,19,22
2015,MAYO,3,20,22
2015,MAYO,3,21,20
2015,MAYO,3,22,20
2015,MAYO,3,23,18
2015,MAYO,4,11,14
2015,MAYO,4,12,14
2015,MAYO,4,13,18
2015,MAYO,4,14,19
2015,MAYO,4,15,21
2015,MAYO,4,16,22
2015,MAYO,4,18,24
2015,MAYO,4,19,25
2015,MAYO,4,20,24
2015,MAYO,4,21,23
2015,MAYO,4,22,21
2015,MAYO,4,23,20
2015,MAYO,5,15,21
2015,MAYO,5,16,22
2015,MAYO,5,17,25
2015,MAYO,5,18,26
2015,MAYO,5,19,27
2015,MAYO,5,20,25
2015,MAYO,5,21,26
2015,MAYO,5,22,24
2015,MAYO,5,23,22
2015,MAYO,6,11,16
2015,MAYO,6,12,15
2015,MAYO,6,13,18
2015,MAYO,6,14,19
2015,MAYO,6,15,22
2015,MAYO,6,16,23
2015,MAYO,6,17,25
2015,MAYO,6,18,24
2015,MAYO,6,19,24
2015,MAYO,6,20,23
2015,MAYO,6,21,23
2015,MAYO,6,22,23
2015,MAYO,6,23,21
2015,MAYO,7,11,15
2015,MAYO,7,12,16
2015,MAYO,7,13,22
2015,MAYO,7,14,22
2015,MAYO,7,15,24
2015,MAYO,7,16,27
2015,MAYO,7,17,27
2015,MAYO,7,18,26
2015,MAYO,7,19,26
2015,MAYO,7,20,25
2015,MAYO,7,21,26
2015,MAYO,7,22,24
2015,MAYO,7,23,22
2015,MAYO,8,11,15
2015,MAYO,8,12,15
2015,MAYO,8,13,20
2015,MAYO,8,14,22
2015,MAYO,8,15,25
2015,MAYO,8,16,26
2015,MAYO,8,17,24
2015,MAYO,8,18,26
2015,MAYO,8,19,23
2015,MAYO,8,20,23
2015,MAYO,8,21,22
2015,MAYO,8,22,23
2015,MAYO,8,23,21
2015,MAYO,9,11,19
2015,MAYO,9,12,20
2015,MAYO,9,13,20
2015,MAYO,9,14,22
2015,MAYO,9,15,25
2015,MAYO,9,16,25
2015,MAYO,9,17,26
2015,MAYO,9,18,25
2015,MAYO,9,19,26
2015,MAYO,9,20,25
2015,MAYO,9,21,24
2015,MAYO,9,22,24
2015,MAYO,9,23,23
2015,MAYO,10,11,17
2015,MAYO,10,12,17
2015,MAYO,10,13,20
2015,MAYO,10,14,22
2015,MAYO,10,15,24
2015,MAYO,10,16,26
2015,MAYO,10,17,26
2015,MAYO,10,18,27
2015,MAYO,10,19,25
2015,MAYO,11,11,20
2015,MAYO,11,12,21
2015,MAYO,11,13,21
2015,MAYO,11,14,24
2015,MAYO,11,15,24
2015,MAYO,11,16,24
2015,MAYO,11,17,25
2015,MAYO,11,17,24
2015,MAYO,11,18,25
2015,MAYO,11,19,25
2015,MAYO,11,20,26
2015,MAYO,11,21,24
2015,MAYO,11,22,23
2015,MAYO,11,23,22
2015,MAYO,12,11,19
2015,MAYO,12,12,19
2015,MAYO,12,13,22
2015,MAYO,12,14,24
2015,MAYO,12,15,23
2015,MAYO,12,16,24
2015,MAYO,12,17,25
2015,MAYO,12,18,25
2015,MAYO,12,18,25
2015,MAYO,12,19,24
2015,MAYO,12,20,26
2015,MAYO,12,21,23
2015,MAYO,12,22,23
2015,MAYO,12,23,23
2015,MAYO,13,11,18
2015,MAYO,13,12,18
2015,MAYO,13,13,20
2015,MAYO,13,15,23
2015,MAYO,13,16,23
2015,MAYO,13,17,24
2015,MAYO,13,18,24
2015,MAYO,13,19,24
2015,MAYO,13,20,24
2015,MAYO,13,21,25
2015,MAYO,13,22,23
2015,MAYO,13,23,22
2015,MAYO,14,11,17
2015,MAYO,14,12,17
2015,MAYO,14,13,20
2015,MAYO,14,14,22
2015,MAYO,14,15,25
2015,MAYO,14,16,24
2015,MAYO,14,18,23
2015,MAYO,14,19,24
2015,MAYO,14,20,23
2015,MAYO,14,21,23
2015,MAYO,14,22,22
2015,MAYO,14,23,21
2015,MAYO,15,11,16
2015,MAYO,15,11,16
2015,MAYO,15,12,15
2015,MAYO,15,13,17
2015,MAYO,15,14,18
2015,MAYO,15,15,20
2015,MAYO,15,16,20
2015,MAYO,15,18,22
2015,MAYO,15,19,21
2015,MAYO,15,20,22
2015,MAYO,15,21,22
2015,MAYO,15,22,21
2015,MAYO,15,23,19
2015,MAYO,16,11,N/A
2015,MAYO,16,12,16
2015,MAYO,16,13,20
2015,MAYO,16,14,20
2015,MAYO,16,15,22
2015,MAYO,16,16,23
2015,MAYO,16,17,25
2015,MAYO,16,18,25
2015,MAYO,16,19,23
2015,MAYO,16,20,22
2015,MAYO,16,21,22
2015,MAYO,16,22,21
2015,MAYO,16,23,19
2015,MAYO,17,11,15
2015,MAYO,17,12,16
2015,MAYO,17,13,17
2015,MAYO,17,14,19
2015,MAYO,17,15,22
2015,MAYO,17,16,23
2015,MAYO,17,17,22
2015,MAYO,17,18,23
2015,MAYO,17,19,23
2015,MAYO,17,20,22
2015,MAYO,17,21,21
2015,MAYO,17,22,21
2015,MAYO,17,23,19
2015,MAYO,18,11,17
2015,MAYO,18,12,17
2015,MAYO,18,13,20
2015,MAYO,18,14,20
2015,MAYO,18,15,21
2015,MAYO,18,16,21
2015,MAYO,18,17,24
2015,MAYO,18,18,22
2015,MAYO,18,19,23
2015,MAYO,18,20,21
2015,MAYO,18,21,22
2015,MAYO,18,22,22
2015,MAYO,18,23,21
2015,MAYO,19,11,17
2015,MAYO,19,12,17
2015,MAYO,19,13,19
2015,MAYO,19,14,19
2015,MAYO,19,15,22
2015,MAYO,19,16,22
2015,MAYO,19,16,27
2015,MAYO,19,17,27
2015,MAYO,19,18,27
2015,MAYO,19,19,27
2015,MAYO,19,20,27
2015,MAYO,19,21,26
2015,MAYO,19,22,25
2015,MAYO,19,23,24
2015,MAYO,20,11,18
2015,MAYO,20,12,17
2015,MAYO,20,14,23
2015,MAYO,20,15,23
2015,MAYO,20,16,24
2015,MAYO,20,17,24
2015,MAYO,20,18,25
2015,MAYO,20,19,24
2015,MAYO,20,20,23
2015,MAYO,20,21,23
2015,MAYO,20,22,21
2015,MAYO,20,23,20
2015,MAYO,21,11,16
2015,MAYO,21,12,16
2015,MAYO,21,13,19
2015,MAYO,21,14,21
2015,MAYO,21,15,22
2015,MAYO,21,16,23
2015,MAYO,21,17,21
2015,MAYO,21,18,21
2015,MAYO,21,19,21
2015,MAYO,21,20,21
2015,MAYO,21,21,22
2015,MAYO,21,22,22
2015,MAYO,21,23,19
2015,MAYO,22,11,15
2015,MAYO,22,12,16
2015,MAYO,22,13,18
2015,MAYO,22,14,20
2015,MAYO,22,15,22
2015,MAYO,22,16,24
2015,MAYO,22,18,26
2015,MAYO,22,19,25
2015,MAYO,22,20,27
2015,MAYO,22,21,26
2015,MAYO,22,22,22
2015,MAYO,22,23,20
2015,MAYO,23,11,17
2015,MAYO,23,12,17
2015,MAYO,23,13,22
2015,MAYO,23,14,23
2015,MAYO,23,15,22
2015,MAYO,23,16,22
2015,MAYO,23,17,22
2015,MAYO,23,18,23
2015,MAYO,23,19,26
2015,MAYO,23,20,25
2015,MAYO,23,21,24
2015,MAYO,23,22,24
2015,MAYO,23,23,21
2015,MAYO,24,11,14
2015,MAYO,24,12,14
2015,MAYO,24,13,19
2015,MAYO,24,14,20
2015,MAYO,24,15,21
2015,MAYO,24,16,22
2015,MAYO,24,18,23
2015,MAYO,24,19,23
2015,MAYO,24,20,21
2015,MAYO,24,21,23
2015,MAYO,24,22,22
2015,MAYO,24,23,20
2015,MAYO,25,11,15
2015,MAYO,25,11,16
2015,MAYO,25,12,16
2015,MAYO,25,12,16
2015,MAYO,25,13,17
2015,MAYO,25,14,17
2015,MAYO,25,15,19
2015,MAYO,25,16,20
2015,MAYO,25,17,20
2015,MAYO,25,18,23
2015,MAYO,25,19,24
2015,MAYO,25,20,24
2015,MAYO,25,21,19
2015,MAYO,25,22,19
2015,MAYO,25,23,18
2015,MAYO,26,12,16
2015,MAYO,26,13,19
2015,MAYO,26,14,19
2015,MAYO,26,15,21
2015,MAYO,26,16,22
2015,MAYO,26,17,23
2015,MAYO,26,18,25
2015,MAYO,26,19,25
2015,MAYO,26,20,24
2015,MAYO,26,21,24
2015,MAYO,26,22,24
2015,MAYO,26,23,22
2015,MAYO,27,11,16
2015,MAYO,27,12,15
2015,MAYO,27,13,17
2015,MAYO,27,14,19
2015,MAYO,27,15,20
2015,MAYO,27,16,20
2015,MAYO,27,17,21
2015,MAYO,27,18,21
2015,MAYO,27,19,21
2015,MAYO,27,20,20
2015,MAYO,27,21,20
2015,MAYO,27,22,20
2015,MAYO,27,23,19
2015,MAYO,28,11,16
2015,MAYO,28,12,16
2015,MAYO,28,13,16
2015,MAYO,28,14,18
2015,MAYO,28,15,19
2015,MAYO,28,16,21
2015,MAYO,28,17,20
2015,MAYO,28,18,21
2015,MAYO,28,19,22
2015,MAYO,28,20,20
2015,MAYO,28,21,19
2015,MAYO,28,22,20
2015,MAYO,28,23,18
2015,MAYO,29,11,16
2015,MAYO,29,12,16
2015,MAYO,29,13,16
2015,MAYO,29,14,16
2015,MAYO,29,15,17
2015,MAYO,29,16,19
2015,MAYO,29,17,19
2015,MAYO,29,18,19
2015,MAYO,29,19,20
2015,MAYO,29,20,21
2015,MAYO,29,21,22
2015,MAYO,29,22,21
2015,MAYO,29,23,20
2015,MAYO,30,11,16
2015,MAYO,30,12,16
2015,MAYO,30,13,18
2015,MAYO,30,14,19
2015,MAYO,30,15,19
2015,MAYO,30,16,21
2015,MAYO,30,17,21
2015,MAYO,30,18,21
2015,MAYO,30,19,22
2015,MAYO,30,20,23
2015,MAYO,30,21,22
2015,MAYO,30,22,21
2015,MAYO,30,23,21
2015,MAYO,31,11,16
2015,MAYO,31,12,16
2015,MAYO,31,13,19
2015,MAYO,31,14,20
2015,MAYO,31,15,23
2015,MAYO,31,16,23
2015,MAYO,31,17,24
2015,MAYO,31,18,26
2015,MAYO,31,19,27
2015,MAYO,31,20,25
2015,MAYO,31,21,26
2015,MAYO,31,22,22
2015,MAYO,31,23,22
2015,JUNIO,1,11,19
2015,JUNIO,1,12,18
2015,JUNIO,1,13,24
2015,JUNIO,1,14,25
2015,JUNIO,1,15,26
